ID,Year_Birth,Education,Marital_Status, Income ,Cant_Trx_Movil,Cant_Trx_Card
2181,1970,Graduation,Married,"$70,617.00 ",353,61
1204,1970,PhD,Married,"$67,536.00 ",1253,0
1170,1975,Graduation,Married,"$27,573.00 ",50,15
8812,1979,2n Cycle,Divorced,"$13,533.00 ",12,3
4690,1953,Graduation,Married,"$50,725.00 ",443,10
1715,1978,Graduation,Together,"$25,851.00 ",9,4
10821,1978,Graduation,Married,"$57,113.00 ",182,4
6543,1945,Master,Together,"$62,847.00 ",521,168
7119,1982,Graduation,Single,"$68,627.00 ",395,15
3518,1983,Graduation,Married,"$25,271.00 ",10,1
1245,1966,Graduation,Single,"$63,810.00 ",977,12
2561,1966,Graduation,Single,"$63,810.00 ",977,12
9624,1958,PhD,Together,"$65,488.00 ",603,45
10509,1955,Master,Single,"$36,927.00 ",51,0
7629,1977,Graduation,Married,"$22,108.00 ",5,3
7875,1949,Graduation,Married,"$72,025.00 ",967,0
2815,1975,Graduation,Married,"$33,183.00 ",7,5
2936,1982,Master,Together,"$23,661.00 ",18,0
3665,1977,2n Cycle,Together,"$25,315.00 ",1,9
10888,1961,Graduation,Single,"$45,938.00 ",273,11
6637,1988,Graduation,Single,"$66,951.00 ",277,162
5077,1979,Graduation,Together,"$77,298.00 ",425,115
6173,1979,Graduation,Together,"$77,298.00 ",425,115
3969,1974,Master,Together,"$43,018.00 ",35,4
4580,1969,Graduation,Married,"$75,759.00 ",1394,22
663,1989,PhD,Single,"$33,996.00 ",40,2
8299,1989,PhD,Single,"$33,996.00 ",40,2
8945,1970,Graduation,Divorced,"$54,137.00 ",171,0
10870,1967,Graduation,Married,"$61,223.00 ",709,43
1184,1968,PhD,Divorced,"$69,674.00 ",554,41
6141,1972,Master,Single,"$49,494.00 ",191,9
8825,1962,Graduation,Together,"$51,195.00 ",230,14
2217,1975,2n Cycle,Married,"$37,284.00 ",11,1
4102,1975,2n Cycle,Married,"$37,284.00 ",11,1
4653,1978,Graduation,Together,"$42,011.00 ",131,0
10092,1954,Graduation,Divorced,"$70,044.00 ",1073,0
5788,1972,Graduation,Together,"$46,053.00 ",56,10
4669,1981,Basic,Married,"$24,480.00 ",4,19
6295,1977,Graduation,Married,"$54,233.00 ",652,8
7453,1954,Graduation,Single,"$36,130.00 ",157,43
10841,1975,PhD,Together,"$56,559.00 ",226,22
821,1992,Master,Single,"$92,859.00 ",962,61
3933,1980,Graduation,Together,"$44,010.00 ",186,36
1225,1963,Graduation,Married,"$80,124.00 ",483,84
7059,1963,Graduation,Married,"$80,124.00 ",483,84
5633,1980,Graduation,Married,"$50,183.00 ",97,12
843,1971,Graduation,Married,"$64,722.00 ",303,0
6211,1976,PhD,Together,"$37,395.00 ",18,0
7007,1968,Master,Married,"$29,543.00 ",17,3
9671,1968,Graduation,Married,"$19,514.00 ",14,3
8975,1968,Graduation,Married,"$19,514.00 ",14,3
6616,1975,Graduation,Together,"$59,481.00 ",178,3
6248,1947,Master,Single,"$91,712.00 ",1276,24
7428,1975,Graduation,Together,"$80,144.00 ",240,132
3075,1972,PhD,Married,"$59,973.00 ",130,30
2937,1974,PhD,Single,"$68,352.00 ",614,16
203,1975,Master,Single,"$81,169.00 ",1288,20
2021,1975,Graduation,Married,"$61,456.00 ",563,76
880,1966,Basic,Together,"$22,634.00 ",2,23
524,1966,Basic,Together,"$22,634.00 ",2,23
10837,1975,Graduation,Married,"$23,957.00 ",2,1
7011,1973,Graduation,Married,"$33,471.00 ",43,2
4184,1950,PhD,Together,"$52,157.00 ",189,2
7679,1985,PhD,Single,"$30,298.00 ",6,3
7485,1950,PhD,Widow,"$56,551.00 ",67,4
7530,1950,PhD,Widow,"$56,551.00 ",67,4
4369,1957,Master,Absurd,"$65,487.00 ",240,67
10652,1957,Master,Together,"$65,487.00 ",240,67
286,1952,Graduation,Single,"$44,213.00 ",95,11
5922,1974,PhD,Married,"$40,344.00 ",210,0
7250,1978,Graduation,Together,"$57,867.00 ",344,35
2478,1973,Graduation,Married,"$25,410.00 ",2,2
1160,1970,Graduation,Married,"$13,260.00 ",9,4
9214,1991,Graduation,Married,"$42,691.00 ",179,2
273,1970,Master,Married,"$36,138.00 ",130,0
851,1972,Master,Married,"$57,136.00 ",306,5
9729,1955,Graduation,Widow,"$58,275.00 ",189,10
9665,1957,PhD,Divorced,"$54,237.00 ",267,3
2620,1974,PhD,Married,"$34,596.00 ",14,0
8254,1974,PhD,Married,"$34,596.00 ",14,0
3852,1961,Master,Together,"$74,881.00 ",505,72
1000,1961,Master,Together,"$74,881.00 ",505,72
3099,1970,Graduation,Divorced,"$44,267.00 ",183,5
6318,1988,Graduation,Married,"$68,487.00 ",758,12
5396,1988,Graduation,Married,"$68,487.00 ",758,12
7966,1959,Graduation,Single,"$80,982.00 ",505,137
454,1980,Graduation,Together,"$69,508.00 ",824,32
309,1961,PhD,Together,"$63,342.00 ",918,21
3571,1961,PhD,Together,"$63,342.00 ",918,21
8395,1961,Graduation,Single,"$82,014.00 ",980,37
2591,1959,Graduation,Widow,"$76,320.00 ",526,35
1640,1954,Graduation,Divorced,"$64,587.00 ",66,0
810,1975,Graduation,Married,"$74,190.00 ",151,81
9423,1979,Master,Married,"$32,765.00 ",13,3
4345,1964,2n Cycle,Single,,5,1
89,1975,2n Cycle,Married,"$22,212.00 ",5,9
5294,1989,Graduation,Single,"$18,358.00 ",6,8
1321,1974,Graduation,Married,"$26,067.00 ",22,2
2686,1969,Basic,Together,"$22,390.00 ",0,1
1215,1978,Graduation,Together,"$70,440.00 ",690,117
9283,1978,Graduation,Single,"$60,199.00 ",8,1
3120,1981,Graduation,Together,"$38,547.00 ",6,1
5868,1980,Graduation,Married,"$19,107.00 ",2,4
8143,1985,PhD,Single,"$37,929.00 ",202,2
3479,1950,Graduation,Single,"$16,813.00 ",4,8
7214,1957,Graduation,Married,"$62,187.00 ",792,0
5543,1966,Graduation,Together,"$57,811.00 ",545,7
9347,1956,Master,Together,"$50,943.00 ",31,0
10160,1956,Master,Together,"$50,943.00 ",31,0
1406,1975,Graduation,Single,"$53,201.00 ",280,7
7019,1963,Graduation,Together,"$54,414.00 ",109,18
2157,1972,Graduation,Together,"$26,290.00 ",15,8
8939,1959,Graduation,Divorced,"$61,250.00 ",382,138
10250,1947,Basic,Together,"$28,389.00 ",1,5
1272,1965,Master,Single,"$55,250.00 ",664,58
3007,1966,Graduation,Together,"$37,758.00 ",27,2
5513,1966,Graduation,Together,"$37,758.00 ",27,2
679,1957,PhD,Married,"$37,633.00 ",13,4
8876,1963,PhD,Together,"$33,629.00 ",132,0
10827,1967,PhD,Married,"$36,947.00 ",88,3
7300,1952,Graduation,Divorced,"$69,142.00 ",448,4
4268,1959,Graduation,Married,"$53,154.00 ",129,0
4603,1960,PhD,Married,"$65,695.00 ",371,32
8659,1952,PhD,Together,"$69,805.00 ",750,71
10708,1978,2n Cycle,Single,"$36,975.00 ",10,6
1176,1973,Graduation,Married,"$26,228.00 ",2,6
10380,1972,Master,Married,"$37,787.00 ",40,1
7037,1974,PhD,Married,"$37,087.00 ",194,55
11096,1952,2n Cycle,Together,"$57,247.00 ",99,4
6374,1954,PhD,Married,"$36,930.00 ",223,2
5552,1963,Master,Divorced,"$48,721.00 ",81,18
2245,1969,Master,Married,"$43,641.00 ",57,2
6200,1951,Graduation,Married,"$75,903.00 ",340,108
9904,1956,Graduation,Married,"$71,391.00 ",336,123
10031,1976,PhD,Married,"$16,927.00 ",20,2
6642,1961,Graduation,Divorced,"$27,215.00 ",30,5
10882,1976,Graduation,Married,"$53,858.00 ",407,53
5636,1963,Graduation,Single,"$30,983.00 ",51,4
8692,1952,Graduation,Together,"$43,462.00 ",90,17
8091,1956,Graduation,Married,"$63,943.00 ",423,184
8080,1986,Graduation,Single,"$26,816.00 ",5,1
8370,1976,2n Cycle,Together,"$75,484.00 ",378,97
4550,1966,Master,Together,"$33,564.00 ",61,0
3381,1953,Master,Married,"$54,348.00 ",70,0
10556,1959,Graduation,Married,"$54,984.00 ",173,13
9467,1984,Graduation,Single,"$34,738.00 ",3,2
2891,1963,Graduation,Divorced,"$68,118.00 ",595,23
5011,1963,Graduation,Divorced,"$68,118.00 ",595,23
8140,1973,Graduation,Together,"$22,682.00 ",10,14
11039,1975,Graduation,Married,"$51,948.00 ",82,33
78,1969,Graduation,Married,"$25,293.00 ",15,0
5517,1969,Graduation,Married,"$25,293.00 ",15,0
5290,1964,PhD,Married,"$41,551.00 ",220,0
4128,1962,PhD,Together,"$56,067.00 ",517,12
8534,1952,Graduation,Married,"$67,433.00 ",615,28
9592,1983,Graduation,Together,"$22,010.00 ",11,2
8957,1952,2n Cycle,Single,"$64,831.00 ",480,86
9308,1954,Graduation,Married,"$62,820.00 ",398,61
544,1954,Graduation,Married,"$62,820.00 ",398,61
5989,1959,2n Cycle,Divorced,"$78,353.00 ",752,122
635,1966,Master,Married,"$57,183.00 ",464,5
6673,1965,Graduation,Single,"$23,478.00 ",28,6
1710,1978,Graduation,Single,"$30,168.00 ",154,20
523,1989,Graduation,Married,"$37,155.00 ",23,0
8977,1985,Basic,Single,"$16,581.00 ",1,3
9736,1980,Graduation,Married,"$41,850.00 ",53,5
1544,1967,Master,Divorced,"$81,380.00 ",741,68
6575,1981,Graduation,Together,"$56,386.00 ",230,48
6147,1971,Graduation,Divorced,"$25,818.00 ",5,2
6354,1984,Graduation,Together,"$15,345.00 ",5,2
4769,1977,Master,Together,"$57,954.00 ",456,4
7540,1952,Graduation,Married,"$50,300.00 ",143,15
5247,1955,PhD,Married,"$38,725.00 ",31,0
5987,1989,2n Cycle,Together,"$10,404.00 ",2,2
9960,1991,Basic,Single,"$26,868.00 ",0,0
10972,1949,Graduation,Widow,"$72,298.00 ",625,35
1399,1958,Graduation,Married,"$72,905.00 ",407,114
2698,1976,Graduation,Single,"$47,025.00 ",254,7
6340,1985,Graduation,Single,"$29,938.00 ",3,3
4107,1948,PhD,Together,"$46,681.00 ",269,15
10906,1948,PhD,Together,"$46,681.00 ",269,15
2557,1970,Master,Single,"$29,548.00 ",7,1
8786,1956,Master,Married,"$62,058.00 ",301,7
7187,1969,Master,Together,,375,42
6119,1963,PhD,Single,"$36,736.00 ",10,0
2980,1952,Master,Single,"$8,820.00 ",12,0
3850,1963,Basic,Together,"$14,918.00 ",3,3
1077,1974,Graduation,Together,"$56,715.00 ",258,105
9733,1978,Basic,Together,"$24,882.00 ",1,4
8462,1978,Basic,Together,"$24,882.00 ",1,4
4764,1952,Master,Together,"$40,442.00 ",45,12
2223,1965,2n Cycle,Divorced,"$64,176.00 ",1215,33
7788,1983,PhD,Married,"$23,536.00 ",6,0
5827,1958,Graduation,Divorced,"$35,246.00 ",36,0
2958,1978,Graduation,Married,"$28,442.00 ",19,3
4954,1956,Graduation,Married,"$48,195.00 ",106,27
3139,1982,2n Cycle,Single,"$74,116.00 ",871,111
9952,1947,Master,Together,"$78,093.00 ",368,32
8180,1952,Master,Divorced,"$59,354.00 ",233,2
3276,1976,2n Cycle,Together,"$36,301.00 ",11,12
4994,1943,Master,Single,"$77,598.00 ",1193,33
3598,1972,Graduation,Married,"$62,710.00 ",441,35
945,1965,Graduation,Together,"$36,317.00 ",87,3
5048,1971,PhD,Single,"$42,767.00 ",20,6
6214,1982,Master,Married,"$43,815.00 ",14,10
6230,1971,Graduation,Divorced,"$44,421.00 ",110,5
2968,1943,PhD,Divorced,"$48,948.00 ",437,8
8800,1943,PhD,Divorced,"$48,948.00 ",437,8
1907,1950,Master,Divorced,"$63,120.00 ",965,69
10478,1950,PhD,Married,"$55,517.00 ",483,0
4188,1957,Graduation,Single,"$36,864.00 ",204,5
8720,1978,2n Cycle,Together,,32,2
2225,1977,Graduation,Divorced,"$82,582.00 ",510,120
4790,1958,Graduation,Divorced,"$79,803.00 ",574,8
1131,1967,PhD,Single,"$52,569.00 ",85,0
202,1948,PhD,Widow,"$82,032.00 ",332,194
9589,1948,PhD,Widow,"$82,032.00 ",332,194
3900,1972,Graduation,Married,"$65,685.00 ",642,14
9958,1972,Graduation,Married,"$65,685.00 ",642,14
8955,1957,PhD,Together,"$40,451.00 ",35,0
10033,1973,2n Cycle,Divorced,"$31,163.00 ",2,3
5751,1973,2n Cycle,Divorced,"$31,163.00 ",2,3
3308,1952,Graduation,Married,"$35,704.00 ",30,9
7297,1973,Graduation,Single,"$7,500.00 ",5,3
8008,1983,Graduation,Together,"$36,075.00 ",46,0
1232,1982,PhD,Together,"$70,038.00 ",587,54
2345,1982,PhD,Together,"$70,038.00 ",587,54
1628,1971,Graduation,Together,"$71,796.00 ",354,21
5081,1967,2n Cycle,Together,"$47,821.00 ",9,0
839,1975,PhD,Married,"$45,503.00 ",97,4
3706,1978,Graduation,Single,"$28,647.00 ",19,8
5154,1972,Master,Divorced,"$37,760.00 ",26,3
8584,1952,PhD,Together,"$85,431.00 ",376,53
6583,1955,2n Cycle,Married,"$72,635.00 ",390,22
3433,1955,2n Cycle,Married,"$72,635.00 ",390,22
10486,1948,Graduation,Married,"$77,142.00 ",476,75
8687,1978,Graduation,Together,"$53,172.00 ",121,62
7842,1968,Graduation,Single,"$36,065.00 ",18,7
3749,1973,Graduation,Together,"$73,926.00 ",627,91
1331,1977,Graduation,Single,"$35,790.00 ",12,6
5995,1962,Graduation,Divorced,"$39,552.00 ",165,3
8985,1964,2n Cycle,Together,"$68,316.00 ",806,80
2798,1977,PhD,Together,"$102,160.00 ",763,29
7108,1965,Master,Widow,"$51,390.00 ",205,20
2781,1981,Graduation,Single,"$72,066.00 ",1003,34
3623,1976,Graduation,Together,"$21,675.00 ",4,0
194,1965,Graduation,Married,"$48,006.00 ",23,0
10833,1975,Graduation,Married,"$65,106.00 ",790,19
2315,1960,Graduation,Divorced,"$58,401.00 ",10,0
6336,1960,Graduation,Married,"$29,315.00 ",13,2
10738,1951,Master,Single,"$49,389.00 ",40,0
8286,1965,PhD,Together,"$51,717.00 ",98,1
2166,1960,2n Cycle,Widow,"$46,779.00 ",12,1
10691,1960,Master,Married,"$28,520.00 ",11,0
9739,1963,Graduation,Single,"$34,377.00 ",62,0
1829,1961,PhD,Divorced,"$54,959.00 ",1148,0
6260,1955,Master,Together,"$82,384.00 ",984,51
10448,1956,Graduation,Single,"$46,998.00 ",172,41
1343,1968,Graduation,Together,"$58,554.00 ",368,24
4749,1968,Graduation,Together,"$58,554.00 ",368,24
531,1954,PhD,Divorced,"$57,333.00 ",941,14
6905,1994,Graduation,Together,"$80,685.00 ",241,45
1045,1965,Graduation,Together,"$52,117.00 ",112,10
4012,1972,PhD,Together,"$62,220.00 ",799,12
5529,1946,PhD,Together,"$64,014.00 ",406,0
4001,1946,PhD,Together,"$64,014.00 ",406,0
10420,1955,Master,Divorced,"$46,390.00 ",95,14
7723,1979,Graduation,Together,"$75,507.00 ",709,93
2963,1979,Graduation,Together,"$75,507.00 ",709,93
10634,1951,Master,Married,"$59,412.00 ",90,67
5180,1968,PhD,Divorced,"$50,616.00 ",128,0
6866,1969,Master,Together,"$35,924.00 ",8,0
1328,1982,2n Cycle,Married,"$57,937.00 ",261,42
1139,1984,PhD,Married,"$73,356.00 ",1050,14
4961,1974,Master,Together,"$21,255.00 ",29,0
5177,1974,Master,Married,"$58,494.00 ",298,7
2075,1969,Graduation,Married,"$72,460.00 ",377,10
3428,1991,PhD,Together,"$68,682.00 ",919,0
4500,1991,PhD,Together,"$68,682.00 ",919,0
7369,1981,Master,Married,"$36,959.00 ",25,6
4381,1971,PhD,Married,"$46,463.00 ",163,2
9964,1979,Graduation,Single,"$61,825.00 ",162,50
1630,1979,Graduation,Single,"$61,825.00 ",162,50
5012,1989,Graduation,Married,"$28,691.00 ",5,4
6918,1989,Graduation,Married,"$28,691.00 ",5,4
7822,1976,Graduation,Together,"$54,058.00 ",198,18
10156,1975,Graduation,Single,"$84,196.00 ",215,63
3033,1963,Master,Together,"$38,620.00 ",112,17
4119,1963,Master,Together,"$38,620.00 ",112,17
11110,1973,Graduation,Single,"$3,502.00 ",2,1
332,1957,Graduation,Married,"$47,743.00 ",198,2
737,1949,PhD,Married,"$80,360.00 ",1493,86
10319,1971,Graduation,Married,"$66,303.00 ",1090,12
2683,1969,Graduation,Married,"$52,413.00 ",295,106
3445,1956,Graduation,Single,"$60,714.00 ",216,162
10913,1984,Master,Single,"$31,385.00 ",3,2
4427,1995,2n Cycle,Single,"$83,257.00 ",536,27
8717,1975,PhD,Married,"$80,427.00 ",1149,71
2066,1949,Graduation,Together,"$38,823.00 ",70,0
3340,1977,Graduation,Married,"$42,014.00 ",244,15
8685,1977,Graduation,Married,"$42,014.00 ",244,15
4149,1948,PhD,Together,"$76,140.00 ",586,66
8726,1964,2n Cycle,Divorced,"$41,713.00 ",77,8
2295,1954,PhD,Married,"$62,670.00 ",539,30
3283,1972,2n Cycle,Married,"$70,932.00 ",200,193
1915,1951,PhD,Married,"$78,939.00 ",794,115
800,1960,Graduation,Together,"$44,512.00 ",23,1
9166,1968,Graduation,Married,"$63,967.00 ",387,84
5147,1948,Graduation,Single,"$90,842.00 ",774,70
13,1947,PhD,Widow,"$25,358.00 ",19,0
8557,1982,Graduation,Single,,11,3
8724,1982,Graduation,Single,"$28,567.00 ",11,3
9381,1978,Graduation,Married,"$66,373.00 ",328,9
9384,1978,Graduation,Married,"$66,373.00 ",328,9
3560,1952,Graduation,Together,"$83,844.00 ",901,31
241,1952,Graduation,Together,"$83,844.00 ",901,31
7521,1952,Graduation,Together,"$83,844.00 ",901,31
9799,1968,PhD,Divorced,"$83,664.00 ",866,21
5123,1951,Master,Married,"$27,450.00 ",37,12
448,1978,PhD,Single,"$54,880.00 ",308,85
4837,1965,PhD,Married,"$71,322.00 ",753,43
9365,1976,PhD,Single,"$60,000.00 ",1048,0
8932,1969,Master,Together,"$65,176.00 ",960,28
7055,1952,PhD,Together,"$61,010.00 ",888,0
3537,1981,Graduation,Together,"$31,089.00 ",31,3
9081,1988,Graduation,Single,"$20,518.00 ",4,1
4988,1948,PhD,Married,"$34,469.00 ",19,6
1050,1952,Graduation,Married,"$28,332.00 ",14,10
5610,1965,Graduation,Together,"$33,456.00 ",7,3
3526,1968,PhD,Married,"$38,443.00 ",32,0
5136,1973,Graduation,Single,"$65,333.00 ",654,7
1411,1952,Graduation,Divorced,"$82,623.00 ",204,34
701,1971,Graduation,Married,"$73,691.00 ",707,21
6203,1947,Graduation,Together,"$74,485.00 ",499,149
7192,1955,Graduation,Together,"$65,748.00 ",172,73
5181,1982,Basic,Single,"$24,367.00 ",2,4
9220,1971,Graduation,Single,"$91,700.00 ",576,172
7734,1993,Graduation,Absurd,"$79,244.00 ",471,102
10446,1957,PhD,Married,"$82,017.00 ",184,23
5524,1957,Graduation,Single,"$58,138.00 ",635,88
3830,1953,Master,Married,"$59,354.00 ",295,21
5186,1955,PhD,Married,"$58,482.00 ",576,7
8514,1976,Graduation,Together,"$29,478.00 ",8,0
7165,1972,Graduation,Together,"$64,474.00 ",381,35
10236,1975,Master,Single,"$31,160.00 ",16,3
2392,1972,Graduation,Married,"$40,321.00 ",44,4
1920,1972,Graduation,Married,"$40,321.00 ",44,4
3673,1971,Graduation,Single,"$55,239.00 ",371,17
1453,1943,PhD,Widow,"$57,513.00 ",735,40
4518,1979,Graduation,Together,"$85,693.00 ",386,172
8969,1977,Graduation,Married,"$71,855.00 ",548,31
387,1976,Basic,Married,"$7,500.00 ",6,16
1079,1971,PhD,Married,"$71,969.00 ",1000,0
164,1977,PhD,Married,"$28,973.00 ",206,0
3434,1951,Graduation,Single,"$80,872.00 ",483,72
5721,1956,PhD,Married,"$84,117.00 ",611,76
8418,1958,2n Cycle,Single,"$38,741.00 ",7,10
5300,1973,Master,Married,"$38,961.00 ",19,7
10424,1968,Graduation,Single,"$75,922.00 ",265,138
11171,1965,Master,Married,"$56,962.00 ",292,3
1600,1965,Master,Married,"$56,962.00 ",292,3
7851,1949,Graduation,Widow,"$70,165.00 ",161,0
10701,1973,Graduation,Married,"$65,308.00 ",713,0
891,1951,Master,Together,"$29,298.00 ",6,0
6912,1967,PhD,Married,"$63,246.00 ",593,30
5967,1952,Graduation,Together,"$33,402.00 ",26,2
2109,1990,Graduation,Single,"$96,843.00 ",448,71
6292,1986,PhD,Married,"$82,333.00 ",1311,0
8537,1949,Graduation,Widow,"$72,643.00 ",526,80
9576,1982,PhD,Together,"$32,313.00 ",86,4
5935,1956,Master,Single,"$55,284.00 ",547,7
10264,1979,Graduation,Divorced,"$15,287.00 ",1,2
234,1979,Graduation,Divorced,"$15,287.00 ",1,2
3202,1987,PhD,Married,"$51,563.00 ",1166,0
1103,1976,Master,Married,"$81,929.00 ",1486,55
610,1953,PhD,Together,"$53,593.00 ",349,4
4480,1973,Master,Married,"$60,432.00 ",365,3
10660,1957,Master,Married,"$66,726.00 ",349,7
9353,1959,Graduation,Single,"$62,450.00 ",515,47
4120,1975,2n Cycle,Single,"$49,514.00 ",88,39
2836,1972,PhD,Married,"$43,269.00 ",10,1
9579,1959,PhD,Married,"$33,762.00 ",53,1
5841,1966,Graduation,Together,"$60,894.00 ",606,7
3174,1959,Graduation,Together,"$87,771.00 ",1492,38
5536,1959,Graduation,Together,"$87,771.00 ",1492,38
2061,1955,Graduation,Married,"$50,737.00 ",78,0
8477,1956,Graduation,Divorced,"$26,150.00 ",5,1
640,1951,Graduation,Married,"$57,304.00 ",356,80
3828,1951,Graduation,Married,"$71,107.00 ",533,10
4093,1975,Master,Together,"$53,253.00 ",216,9
8624,1958,Graduation,Married,"$81,320.00 ",183,33
2802,1992,2n Cycle,Married,"$87,000.00 ",196,25
368,1974,Graduation,Married,"$40,049.00 ",91,65
3599,1970,Graduation,Married,"$63,684.00 ",575,80
3389,1970,Graduation,Married,"$69,016.00 ",726,53
10710,1979,Graduation,Married,"$7,500.00 ",5,2
7118,1957,Graduation,Married,"$73,803.00 ",833,80
4937,1973,2n Cycle,Married,"$46,094.00 ",12,2
1127,1973,PhD,Married,"$85,844.00 ",938,19
833,1955,Master,Married,"$38,452.00 ",56,0
3565,1955,Master,Married,"$38,452.00 ",56,0
6086,1955,Graduation,Married,"$80,395.00 ",445,25
1763,1988,Graduation,Together,"$87,679.00 ",1259,172
4697,1949,Master,Divorced,"$35,416.00 ",248,3
182,1946,PhD,Together,"$44,124.00 ",284,0
1165,1958,PhD,Single,"$50,729.00 ",239,13
5386,1953,Graduation,Together,"$94,384.00 ",1111,24
6024,1953,Graduation,Together,"$94,384.00 ",1111,24
2678,1990,Graduation,Single,"$34,412.00 ",52,12
5790,1985,Graduation,Married,"$31,158.00 ",25,6
236,1951,Graduation,Married,"$34,838.00 ",28,23
6001,1979,Graduation,Married,"$56,775.00 ",614,35
6250,1949,PhD,Widow,"$54,356.00 ",710,15
1168,1978,PhD,Married,"$72,159.00 ",322,53
10749,1991,Graduation,Single,"$8,028.00 ",73,18
2926,1952,Master,Together,"$55,951.00 ",1241,0
716,1949,PhD,Together,"$67,911.00 ",529,0
6544,1949,PhD,Together,"$67,911.00 ",529,0
4298,1973,PhD,Together,"$20,427.00 ",5,0
5823,1970,PhD,Single,"$32,303.00 ",35,0
8375,1968,PhD,Married,"$55,954.00 ",447,0
5723,1976,PhD,Together,"$49,187.00 ",81,1
5763,1972,Master,Together,"$49,854.00 ",123,17
8727,1978,Graduation,Divorced,"$63,693.00 ",587,43
3056,1978,Graduation,Divorced,"$63,693.00 ",587,43
8442,1985,Master,Married,"$19,510.00 ",9,0
3712,1959,Graduation,Divorced,"$52,332.00 ",212,5
10722,1973,Graduation,Together,"$55,593.00 ",293,8
2406,1949,Graduation,Together,"$54,591.00 ",376,4
7313,1949,2n Cycle,Widow,"$74,859.00 ",570,73
2656,1971,Graduation,Divorced,"$40,851.00 ",23,1
1993,1949,PhD,Married,"$58,607.00 ",867,0
4136,1992,Basic,Single,"$7,500.00 ",10,17
2928,1975,PhD,Single,"$52,614.00 ",789,0
2920,1975,PhD,Single,"$52,614.00 ",789,0
6661,1974,Graduation,Married,"$67,445.00 ",757,80
5462,1974,Graduation,Married,"$67,445.00 ",757,80
10897,1974,Graduation,Married,"$67,445.00 ",757,80
10542,1968,PhD,Married,"$36,778.00 ",29,4
5756,1983,Graduation,Together,"$39,453.00 ",46,0
3570,1969,PhD,Together,"$42,731.00 ",159,2
1072,1965,PhD,Single,"$40,760.00 ",70,0
9606,1965,PhD,Married,"$69,969.00 ",882,29
2730,1955,Graduation,Single,"$80,317.00 ",536,11
2995,1957,Master,Together,"$66,636.00 ",291,10
8210,1975,Master,Married,"$54,730.00 ",318,3
773,1971,Master,Divorced,"$42,835.00 ",379,4
5272,1965,Master,Married,"$53,843.00 ",378,0
5125,1960,Graduation,Married,"$79,530.00 ",333,0
4391,1968,Master,Divorced,"$63,841.00 ",635,15
6283,1968,Master,Divorced,"$63,841.00 ",635,15
3421,1968,Master,Divorced,"$63,841.00 ",635,15
5731,1983,Master,Married,"$27,100.00 ",12,0
7152,1983,Master,Married,"$27,100.00 ",12,0
3919,1976,Master,Single,"$72,309.00 ",960,0
6097,1959,Graduation,Single,"$50,664.00 ",313,8
5150,1979,Basic,Single,"$20,194.00 ",0,4
10479,1975,PhD,Married,"$76,618.00 ",749,40
5966,1974,PhD,Married,"$45,207.00 ",203,0
3439,1972,Graduation,Married,"$56,721.00 ",157,6
6609,1966,Graduation,Widow,"$27,038.00 ",1,26
5393,1977,Graduation,Single,"$23,763.00 ",22,0
9014,1975,Graduation,Married,"$37,085.00 ",39,1
4050,1966,Master,Married,"$49,605.00 ",42,16
6862,1971,Graduation,Divorced,"$1,730.00 ",1,1
8315,1995,Graduation,Single,"$34,824.00 ",4,2
5184,1995,Graduation,Single,"$34,824.00 ",4,2
3643,1974,Master,Married,"$63,206.00 ",750,8
2589,1972,Graduation,Divorced,"$26,759.00 ",25,3
4887,1976,PhD,Divorced,"$55,412.00 ",10,5
10104,1974,Graduation,Together,"$33,590.00 ",4,0
3254,1971,Graduation,Married,"$70,886.00 ",407,70
2004,1969,Graduation,Single,"$72,679.00 ",619,54
6142,1943,Master,Married,"$65,073.00 ",629,17
8553,1965,Graduation,Married,"$44,300.00 ",30,0
9805,1953,Master,Together,"$56,129.00 ",320,48
849,1953,Master,Together,"$56,129.00 ",320,48
1606,1971,Graduation,Together,"$38,590.00 ",3,1
125,1958,2n Cycle,Together,"$53,083.00 ",215,7
9305,1976,2n Cycle,Single,"$79,689.00 ",311,26
4706,1966,Graduation,Single,"$34,704.00 ",29,0
4437,1962,Graduation,Married,"$65,316.00 ",112,6
3081,1978,PhD,Married,"$41,014.00 ",7,2
3536,1960,Graduation,Together,"$19,740.00 ",7,11
8686,1979,Basic,Together,"$23,724.00 ",5,23
9707,1969,PhD,Married,"$55,212.00 ",1103,0
10872,1969,PhD,Married,"$55,212.00 ",1103,0
9058,1955,Graduation,Widow,"$79,800.00 ",1060,21
4640,1967,Graduation,Divorced,"$70,647.00 ",561,85
2525,1974,PhD,Married,"$38,410.00 ",153,64
9503,1980,Graduation,Single,"$28,071.00 ",39,33
10704,1969,Graduation,Single,"$54,803.00 ",404,0
2669,1993,Graduation,Single,"$74,293.00 ",375,152
10037,1993,Graduation,Single,"$74,293.00 ",375,152
5680,1984,2n Cycle,Married,"$35,684.00 ",10,4
3726,1986,PhD,Together,"$34,320.00 ",4,1
4548,1981,Graduation,Single,"$41,967.00 ",23,4
4599,1976,Master,Married,"$49,681.00 ",411,0
879,1976,Master,Married,"$49,681.00 ",411,0
7409,1970,Graduation,Together,"$53,187.00 ",211,2
1964,1951,Graduation,Together,"$86,610.00 ",446,107
0,1985,Graduation,Married,"$70,951.00 ",239,10
4860,1970,Graduation,Single,"$24,206.00 ",7,2
425,1985,Graduation,Married,"$55,357.00 ",374,64
